Price,Close,High,Low,Open,Volume
Ticker,9983.T,9983.T,9983.T,9983.T,9983.T
Datetime,,,,,
2026-02-13 05:01:00+00:00,68850.0,68860.0,68810.0,68810.0,1400
2026-02-13 05:02:00+00:00,68870.0,68880.0,68860.0,68880.0,600
2026-02-13 05:03:00+00:00,68810.0,68880.0,68810.0,68880.0,2500
2026-02-13 05:04:00+00:00,68770.0,68810.0,68750.0,68810.0,4900
2026-02-13 05:05:00+00:00,68800.0,68810.0,68780.0,68780.0,600
2026-02-13 05:06:00+00:00,68780.0,68790.0,68780.0,68790.0,400
2026-02-13 05:07:00+00:00,68790.0,68790.0,68760.0,68780.0,1200
2026-02-13 05:08:00+00:00,68830.0,68850.0,68800.0,68800.0,2000
2026-02-13 05:09:00+00:00,68820.0,68820.0,68820.0,68820.0,300
2026-02-13 05:10:00+00:00,68810.0,68820.0,68800.0,68820.0,600
2026-02-13 05:11:00+00:00,68810.0,68830.0,68800.0,68830.0,1900
2026-02-13 05:12:00+00:00,68820.0,68820.0,68820.0,68820.0,100
2026-02-13 05:13:00+00:00,68800.0,68810.0,68800.0,68810.0,700
2026-02-13 05:14:00+00:00,68810.0,68820.0,68800.0,68800.0,1400
2026-02-13 05:15:00+00:00,68810.0,68820.0,68790.0,68810.0,2400
2026-02-13 05:16:00+00:00,68810.0,68820.0,68780.0,68800.0,2500
2026-02-13 05:17:00+00:00,68800.0,68830.0,68790.0,68820.0,1600
2026-02-13 05:18:00+00:00,68820.0,68830.0,68820.0,68820.0,400
2026-02-13 05:19:00+00:00,68820.0,68830.0,68820.0,68830.0,400
2026-02-13 05:20:00+00:00,68790.0,68810.0,68770.0,68810.0,1900
2026-02-13 05:21:00+00:00,68770.0,68800.0,68770.0,68790.0,1600
2026-02-13 05:22:00+00:00,68740.0,68770.0,68740.0,68760.0,1700
2026-02-13 05:23:00+00:00,68740.0,68820.0,68730.0,68740.0,3700
2026-02-13 05:24:00+00:00,68740.0,68770.0,68710.0,68770.0,3700
2026-02-13 05:25:00+00:00,68730.0,68770.0,68730.0,68740.0,2200
2026-02-13 05:26:00+00:00,68710.0,68730.0,68690.0,68720.0,4000
2026-02-13 05:27:00+00:00,68750.0,68760.0,68690.0,68690.0,2000
2026-02-13 05:28:00+00:00,68820.0,68830.0,68740.0,68740.0,3100
2026-02-13 05:29:00+00:00,68800.0,68820.0,68790.0,68800.0,1000
2026-02-13 05:30:00+00:00,68800.0,68830.0,68790.0,68820.0,3800
2026-02-13 05:31:00+00:00,68820.0,68820.0,68790.0,68800.0,1900
2026-02-13 05:32:00+00:00,68810.0,68830.0,68800.0,68800.0,2700
2026-02-13 05:33:00+00:00,68890.0,68890.0,68790.0,68800.0,8100
2026-02-13 05:34:00+00:00,68890.0,68930.0,68870.0,68900.0,4600
2026-02-13 05:35:00+00:00,68890.0,68890.0,68820.0,68860.0,4900
2026-02-13 05:36:00+00:00,68890.0,68900.0,68860.0,68890.0,1200
2026-02-13 05:37:00+00:00,68900.0,68900.0,68880.0,68880.0,2300
2026-02-13 05:38:00+00:00,68980.0,68980.0,68900.0,68900.0,5700
2026-02-13 05:39:00+00:00,69010.0,69050.0,68980.0,68980.0,8300
2026-02-13 05:40:00+00:00,69010.0,69010.0,68980.0,69010.0,1300
2026-02-13 05:41:00+00:00,68990.0,69020.0,68990.0,69010.0,1300
2026-02-13 05:42:00+00:00,69000.0,69030.0,69000.0,69030.0,1500
2026-02-13 05:43:00+00:00,69000.0,69020.0,68980.0,69020.0,3000
2026-02-13 05:44:00+00:00,69030.0,69050.0,69010.0,69010.0,2600
2026-02-13 05:45:00+00:00,69020.0,69060.0,69020.0,69040.0,3600
2026-02-13 05:46:00+00:00,69110.0,69110.0,69040.0,69040.0,3800
2026-02-13 05:47:00+00:00,69110.0,69120.0,69080.0,69100.0,3500
2026-02-13 05:48:00+00:00,69180.0,69190.0,69100.0,69110.0,3200
